"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-05","0.0",",,W,2400",,,,,,,"21.7",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-06","0.0",",,W,2400",,,,,,,"16.1",",,W","10.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-07","0.0",",,W,2400",,,,,,,"19.4",",,W","10.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-08","0.0",",,W,2400",,,,,,,"26.7",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-09","0.0",",,W,2400",,,,,,,"32.8",",,W","16.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-10","0.0",",,W,2400",,,,,,,"36.1",",,W","22.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-11","0.0",",,W,2400",,,,,,,"33.3",",,W","20.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-12","0.0",",,W,2400",,,,,,,"26.1",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-13","0.0",",,W,2400",,,,,,,"17.2",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-14","0.0",",,W,2400",,,,,,,"16.1",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-15","0.0",",,W,2400",,,,,,,"15.0",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-16","0.0",",,W,2400",,,,,,,"15.0",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-17","0.0",",,W,2400",,,,,,,"18.9",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-18","0.0",",,W,2400",,,,,,,"17.8",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-19","0.0",",,W,2400",,,,,,,"18.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-20","0.0",",,W,2400",,,,,,,"18.3",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-21","0.0",",,W,2400",,,,,,,"19.4",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-22","0.0",",,W,2400",,,,,,,"22.2",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-23","0.0",",,W,2400",,,,,,,"22.8",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-24","0.0",",,W,2400",,,,,,,"19.4",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-25","0.0",",,W,2400",,,,,,,"18.9",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-26","0.0",",,W,2400",,,,,,,"18.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-27","0.0",",,W,2400",,,,,,,"17.8",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-28","0.0",",,W,2400",,,,,,,"18.3",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-29","0.0",",,W,2400",,,,,,,"17.2",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-06-30","0.0",",,W,2400",,,,,,,"17.2",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-01","0.0",",,W,2400",,,,,,,"17.8",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-02","0.0",",,W,2400",,,,,,,"18.3",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-03","0.0",",,W,2400",,,,,,,"18.9",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-04","0.0",",,W,2400",,,,,,,"18.3",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-05","0.0",",,W,2400",,,,,,,"19.4",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-06","0.0",",,W,2400",,,,,,,"18.9",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-07","0.0",",,W,2400",,,,,,,"16.7",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-08","0.0",",,W,2400",,,,,,,"16.1",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-09","0.0",",,W,2400",,,,,,,"17.8",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-10","0.0",",,W,2400",,,,,,,"19.4",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-11","0.0",",,W,2400",,,,,,,"17.8",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-12","0.0",",,W,2400",,,,,,,"18.3",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-13","0.0",",,W,2400",,,,,,,"16.7",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-14","0.0",",,W,2400",,,,,,,"17.2",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-15","0.0",",,W,2400",,,,,,,"21.1",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-16","0.0",",,W,2400",,,,,,,"19.4",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-17","0.0",",,W,2400",,,,,,,"21.1",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-18","0.0",",,W,2400",,,,,,,"18.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-19","0.0",",,W,2400",,,,,,,"21.7",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-20","0.0",",,W,2400",,,,,,,"18.9",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-21","0.0",",,W,2400",,,,,,,"18.9",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-22","0.0",",,W,2400",,,,,,,"19.4",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-23","0.0",",,W,2400",,,,,,,"18.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-24","0.0",",,W,2400",,,,,,,"23.9",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-25","0.0",",,W,2400",,,,,,,"20.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-26","0.0",",,W,2400",,,,,,,"18.9",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-27","0.0",",,W,2400",,,,,,,"20.0",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-28","0.0",",,W,2400",,,,,,,"23.3",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-29","0.0",",,W,2400",,,,,,,"18.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-30","0.0",",,W,2400",,,,,,,"17.8",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-07-31","0.0",",,W,2400",,,,,,,"20.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-01","0.0",",,W,2400",,,,,,,"17.8",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-02","0.0",",,W,2400",,,,,,,"19.4",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-03","0.0",",,W,2400",,,,,,,"20.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-04","0.0",",,W,2400",,,,,,,"20.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-05","0.0",",,W,2400",,,,,,,"21.1",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-06","0.0",",,W,2400",,,,,,,"20.0",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-07","0.0",",,W,2400",,,,,,,"18.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-08","0.0",",,W,2400",,,,,,,"18.9",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-09","0.0",",,W,2400",,,,,,,"21.7",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-10","0.0",",,W,2400",,,,,,,"20.6",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-11","0.0",",,W,2400",,,,,,,"23.3",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-12","0.0",",,W,2400",,,,,,,"25.0",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-13","0.0",",,W,2400",,,,,,,"24.4",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-14","0.0",",,W,2400",,,,,,,"28.9",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-15","0.0",",,W,2400",,,,,,,"29.4",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-16","0.0",",,W,2400",,,,,,,"22.2",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-17","0.0",",,W,2400",,,,,,,"20.6",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-18","0.0",",,W,2400",,,,,,,"22.2",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-19","0.0",",,W,2400",,,,,,,"18.3",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-20","0.0",",,W,2400",,,,,,,"18.3",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-21","0.0",",,W,2400",,,,,,,"23.3",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-22","0.0",",,W,2400",,,,,,,"22.8",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-23","0.0",",,W,2400",,,,,,,"21.7",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-24","0.0",",,W,2400",,,,,,,"19.4",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-25","0.0",",,W,2400",,,,,,,"18.9",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-26","0.0",",,W,2400",,,,,,,"22.2",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-27","0.0",",,W,2400",,,,,,,"19.4",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-28","0.0",",,W,2400",,,,,,,"20.0",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-29","0.0",",,W,2400",,,,,,,"22.8",",,W","16.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-30","0.0",",,W,2400",,,,,,,"19.4",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-08-31","0.0",",,W,2400",,,,,,,"24.4",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-01","0.0",",,W,2400",,,,,,,"21.1",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-02","0.0",",,W,2400",,,,,,,"17.8",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-03","0.0",",,W,2400",,,,,,,"19.4",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-04","0.0",",,W,2400",,,,,,,"20.6",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-05","0.0",",,W,2400",,,,,,,"19.4",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-06","0.0",",,W,2400",,,,,,,"17.8",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-07","0.0",",,W,2400",,,,,,,"19.4",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-08","0.0",",,W,2400",,,,,,,"20.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-09","0.0",",,W,2400",,,,,,,"21.1",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-10","0.0",",,W,2400",,,,,,,"19.4",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-11","0.0",",,W,2400",,,,,,,"24.4",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-12","0.0",",,W,2400",,,,,,,"31.1",",,W","16.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-13","0.0",",,W,2400",,,,,,,"34.4",",,W","18.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-14","0.0",",,W,2400",,,,,,,"21.1",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-15","0.0",",,W,2400",,,,,,,"19.4",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-16","1.8",",,W,2400",,,,,,,"20.0",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-17","0.0",",,W,2400",,,,,,,"21.1",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-18","0.5",",,W,2400",,,,,,,"21.1",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-19","0.0",",,W,2400",,,,,,,"21.7",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-20","0.0",",,W,2400",,,,,,,"26.1",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-21","0.0",",,W,2400",,,,,,,"28.9",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-22","0.0",",,W,2400",,,,,,,"20.0",",,W","13.9",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-23","0.0",",,W,2400",,,,,,,"25.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-24","0.0",",,W,2400",,,,,,,"32.2",",,W","16.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-25","0.0",",,W,2400",,,,,,,"34.4",",,W","17.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-26","0.0",",,W,2400",,,,,,,"25.0",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-27","0.8",",,W,2400",,,,,,,"17.8",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-28","0.0",",,W,2400",,,,,,,"17.2",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-29","0.0",",,W,2400",,,,,,,"17.8",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-09-30","0.0",",,W,2400",,,,,,,"16.7",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-01","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"17.8",",,W","10.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-02","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"20.6",",,W","10.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-03","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"17.2",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-04","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"20.6",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-05","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"23.9",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-06","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"28.3",",,W","14.4",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-07","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"28.3",",,W","16.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-08","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"24.4",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-09","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"18.3",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-10","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"24.4",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-11","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"25.6",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-12","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"25.0",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-13","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"16.7",",,W","10.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-14","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"16.7",",,W","10.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-15","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"20.0",",,W","10.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-16","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"17.2",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-17","0.3",",,W,2400","0.0",",,W","0.0",",,W",,,"17.2",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-18","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"17.8",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-19","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"18.3",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-20","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"20.0",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-21","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"25.0",",,W","13.3",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-22","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"27.2",",,W","15.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-23","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"28.3",",,W","15.6",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-24","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"30.6",",,W","17.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-25","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"30.0",",,W","17.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-26","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"22.2",",,W","12.8",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-27","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"19.4",",,W","12.2",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-28","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"20.6",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-29","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"21.1",",,W","10.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-30","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"19.4",",,W","10.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-10-31","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"21.1",",,W","11.7",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-11-01","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"22.2",",,W","10.0",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-11-02","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"22.8",",,W","11.1",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2019-11-03","0.0",",,W,2400","0.0",",,W","0.0",",,W",,,"24.4",",,W","11.1",",,W",,
